prompt_id,prompt,expected_category,language,prompt_style,rank,similarity,auto_relevant,image_id,source,country,category,title,page_url,image_url,license,notes,artist,credit,description,commons_file_title,commons_category_used,original_image_url,mime,local_path,manual_relevant
p02,a museum artifact with Arabic calligraphy,manuscript_calligraphy,en,contextual,1,0.283892810344696,0,commons_qatar_pottery_ceramics_ceramics_in_the_museum_of_islamic_art_doha_0002,Wikimedia Commons,Qatar,pottery_ceramics,"Bowl, iraq, 9th century","https://commons.wikimedia.org/wiki/File:Bowl,_iraq,_9th_century.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Bowl%2C_iraq%2C_9th_century.jpg/960px-Bowl%2C_iraq%2C_9th_century.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 3.0,Ceramic objects from Museum of Islamic Art Doha,Sodabottle,Own work,"Photo of an exhibit at en:Museum of Islamic Art, Doha Bowl, Iraq (probably Basra), 9th century, earthenware pigment","File:Bowl, iraq, 9th century.jpg","Ceramics in the Museum of Islamic Art, Doha",https://upload.wikimedia.org/wikipedia/commons/9/9d/Bowl%2C_iraq%2C_9th_century.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg,data/images/wikimedia_commons/pottery_ceramics/commons_qatar_pottery_ceramics_ceramics_in_the_museum_of_islamic_art_doha_0002_a02559497b76.jpg,1
p02,a museum artifact with Arabic calligraphy,manuscript_calligraphy,en,contextual,2,0.2826552391052246,0,commons_qatar_pottery_ceramics_ceramics_in_the_museum_of_islamic_art_doha_0007,Wikimedia Commons,Qatar,pottery_ceramics,"Dinastia ming, piatto con calligrafia araba, cina, xv-xvi secolo","https://commons.wikimedia.org/wiki/File:Dinastia_ming,_piatto_con_calligrafia_araba,_cina,_xv-xvi_secolo.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Dinastia_ming%2C_piatto_con_calligrafia_araba%2C_cina%2C_xv-xvi_secolo.jpg/960px-Dinastia_ming%2C_piatto_con_calligrafia_araba%2C_cina%2C_xv-xvi_secolo.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Ceramic objects from Museum of Islamic Art Doha,Francesco Bini,Own work,"Ceramics in the Museum of Islamic Art, Doha","File:Dinastia ming, piatto con calligrafia araba, cina, xv-xvi secolo.jpg","Ceramics in the Museum of Islamic Art, Doha",https://upload.wikimedia.org/wikipedia/commons/c/cb/Dinastia_ming%2C_piatto_con_calligrafia_araba%2C_cina%2C_xv-xvi_secolo.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg,data/images/wikimedia_commons/pottery_ceramics/commons_qatar_pottery_ceramics_ceramics_in_the_museum_of_islamic_art_doha_0007_869e1c3a12e3.jpg,1
p02,a museum artifact with Arabic calligraphy,manuscript_calligraphy,en,contextual,3,0.2807574570178985,1,commons_qatar_manuscript_calligraphy_manuscripts_and_illustrations_in_the_museum_of_islamic_art_doha_0017,Wikimedia Commons,Qatar,manuscript_calligraphy,Doha Museum of Islamic Arts Interior Exhibition 043,https://commons.wikimedia.org/wiki/File:Doha_Museum_of_Islamic_Arts_Interior_Exhibition_043.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Doha_Museum_of_Islamic_Arts_Interior_Exhibition_043.jpg/960px-Doha_Museum_of_Islamic_Arts_Interior_Exhibition_043.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 4.0,Manuscripts and illustrated works from Museum of Islamic Art Doha,Zairon,Own work,"Collection of the Museum of Islamic Arts, Doha, Qatar",File:Doha Museum of Islamic Arts Interior Exhibition 043.jpg,"Manuscripts and illustrations in the Museum of Islamic Art, Doha",https://upload.wikimedia.org/wikipedia/commons/7/71/Doha_Museum_of_Islamic_Arts_Interior_Exhibition_043.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg,data/images/wikimedia_commons/manuscript_calligraphy/commons_qatar_manuscript_calligraphy_manuscripts_and_illustrations_in_the_museum_495ba62bec04.jpg,1
p02,a museum artifact with Arabic calligraphy,manuscript_calligraphy,en,contextual,4,0.2630673050880432,0,commons_qatar_pottery_ceramics_ceramics_in_the_museum_of_islamic_art_doha_0012,Wikimedia Commons,Qatar,pottery_ceramics,Doha Museum of Islamic Arts Interior Exhibition 026,https://commons.wikimedia.org/wiki/File:Doha_Museum_of_Islamic_Arts_Interior_Exhibition_026.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Doha_Museum_of_Islamic_Arts_Interior_Exhibition_026.jpg/960px-Doha_Museum_of_Islamic_Arts_Interior_Exhibition_026.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 4.0,Ceramic objects from Museum of Islamic Art Doha,Zairon,Own work,"Collection of the Museum of Islamic Arts, Doha, Qatar",File:Doha Museum of Islamic Arts Interior Exhibition 026.jpg,"Ceramics in the Museum of Islamic Art, Doha",https://upload.wikimedia.org/wikipedia/commons/c/cd/Doha_Museum_of_Islamic_Arts_Interior_Exhibition_026.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg,data/images/wikimedia_commons/pottery_ceramics/commons_qatar_pottery_ceramics_ceramics_in_the_museum_of_islamic_art_doha_0012_8b3782dbed30.jpg,1
p02,a museum artifact with Arabic calligraphy,manuscript_calligraphy,en,contextual,5,0.2613958120346069,0,commons_qatar_pottery_ceramics_ceramics_in_the_museum_of_islamic_art_doha_0018,Wikimedia Commons,Qatar,pottery_ceramics,Doha Museum of Islamic Arts Interior Exhibition 059,https://commons.wikimedia.org/wiki/File:Doha_Museum_of_Islamic_Arts_Interior_Exhibition_059.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Doha_Museum_of_Islamic_Arts_Interior_Exhibition_059.jpg/960px-Doha_Museum_of_Islamic_Arts_Interior_Exhibition_059.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 4.0,Ceramic objects from Museum of Islamic Art Doha,Zairon,Own work,"Collection of the Museum of Islamic Arts, Doha, Qatar",File:Doha Museum of Islamic Arts Interior Exhibition 059.jpg,"Ceramics in the Museum of Islamic Art, Doha",https://upload.wikimedia.org/wikipedia/commons/7/79/Doha_Museum_of_Islamic_Arts_Interior_Exhibition_059.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg,data/images/wikimedia_commons/pottery_ceramics/commons_qatar_pottery_ceramics_ceramics_in_the_museum_of_islamic_art_doha_0018_28ed12987207.jpg,1
p02,a museum artifact with Arabic calligraphy,manuscript_calligraphy,en,contextual,6,0.2519112527370453,1,commons_qatar_manuscript_calligraphy_manuscripts_and_illustrations_in_the_museum_of_islamic_art_doha_0024,Wikimedia Commons,Qatar,manuscript_calligraphy,Doha Museum of Islamic Arts Interior Exhibition 050,https://commons.wikimedia.org/wiki/File:Doha_Museum_of_Islamic_Arts_Interior_Exhibition_050.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Doha_Museum_of_Islamic_Arts_Interior_Exhibition_050.jpg/960px-Doha_Museum_of_Islamic_Arts_Interior_Exhibition_050.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 4.0,Manuscripts and illustrated works from Museum of Islamic Art Doha,Zairon,Own work,"Collection of the Museum of Islamic Arts, Doha, Qatar",File:Doha Museum of Islamic Arts Interior Exhibition 050.jpg,"Manuscripts and illustrations in the Museum of Islamic Art, Doha",https://upload.wikimedia.org/wikipedia/commons/f/f3/Doha_Museum_of_Islamic_Arts_Interior_Exhibition_050.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg,data/images/wikimedia_commons/manuscript_calligraphy/commons_qatar_manuscript_calligraphy_manuscripts_and_illustrations_in_the_museum_74ded0950ca3.jpg,1
p02,a museum artifact with Arabic calligraphy,manuscript_calligraphy,en,contextual,7,0.2498755306005478,0,commons_qatar_pottery_ceramics_ceramics_in_the_museum_of_islamic_art_doha_0028,Wikimedia Commons,Qatar,pottery_ceramics,"Iran, mattonella con motivi floreali e geometrici, tecnica a cuerda seca, isfahan xvii secolo 01","https://commons.wikimedia.org/wiki/File:Iran,_mattonella_con_motivi_floreali_e_geometrici,_tecnica_a_cuerda_seca,_isfahan_xvii_secolo_01.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Iran%2C_mattonella_con_motivi_floreali_e_geometrici%2C_tecnica_a_cuerda_seca%2C_isfahan_xvii_secolo_01.jpg/960px-Iran%2C_mattonella_con_motivi_floreali_e_geometrici%2C_tecnica_a_cuerda_seca%2C_isfahan_xvii_secolo_01.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 4.0,Ceramic objects from Museum of Islamic Art Doha,Francesco Bini,Own work,Iranian art in Doha Museum of Islamic Art,"File:Iran, mattonella con motivi floreali e geometrici, tecnica a cuerda seca, isfahan xvii secolo 01.jpg","Ceramics in the Museum of Islamic Art, Doha",https://upload.wikimedia.org/wikipedia/commons/d/d6/Iran%2C_mattonella_con_motivi_floreali_e_geometrici%2C_tecnica_a_cuerda_seca%2C_isfahan_xvii_secolo_01.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg,data/images/wikimedia_commons/pottery_ceramics/commons_qatar_pottery_ceramics_ceramics_in_the_museum_of_islamic_art_doha_0028_81f0fdfe162f.jpg,0
p02,a museum artifact with Arabic calligraphy,manuscript_calligraphy,en,contextual,8,0.2491109371185302,0,commons_qatar_pottery_ceramics_ceramics_in_the_museum_of_islamic_art_doha_0010,Wikimedia Commons,Qatar,pottery_ceramics,Doha Museum of Islamic Arts Interior Exhibition 015,https://commons.wikimedia.org/wiki/File:Doha_Museum_of_Islamic_Arts_Interior_Exhibition_015.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f4/Doha_Museum_of_Islamic_Arts_Interior_Exhibition_015.jpg/960px-Doha_Museum_of_Islamic_Arts_Interior_Exhibition_015.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 4.0,Ceramic objects from Museum of Islamic Art Doha,Zairon,Own work,"Collection of the Museum of Islamic Arts, Doha, Qatar",File:Doha Museum of Islamic Arts Interior Exhibition 015.jpg,"Ceramics in the Museum of Islamic Art, Doha",https://upload.wikimedia.org/wikipedia/commons/f/f4/Doha_Museum_of_Islamic_Arts_Interior_Exhibition_015.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg,data/images/wikimedia_commons/pottery_ceramics/commons_qatar_pottery_ceramics_ceramics_in_the_museum_of_islamic_art_doha_0010_c367aba3d569.jpg,0
p02,a museum artifact with Arabic calligraphy,manuscript_calligraphy,en,contextual,9,0.2487399578094482,0,commons_qatar_pottery_ceramics_ceramics_in_the_museum_of_islamic_art_doha_0009,Wikimedia Commons,Qatar,pottery_ceramics,"Dish, iran, 10th century","https://commons.wikimedia.org/wiki/File:Dish,_iran,_10th_century.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Dish%2C_iran%2C_10th_century.jpg/960px-Dish%2C_iran%2C_10th_century.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY-SA 3.0,Ceramic objects from Museum of Islamic Art Doha,Sodabottle,Own work,"Photo of an exhibit at en:Museum of Islamic Art, Doha Dish, Iran or Central Asia, 10th century, Earthenware or slip painting. Samanid. Inv. Number PO.24.1999","File:Dish, iran, 10th century.jpg","Ceramics in the Museum of Islamic Art, Doha",https://upload.wikimedia.org/wikipedia/commons/d/d1/Dish%2C_iran%2C_10th_century.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg,data/images/wikimedia_commons/pottery_ceramics/commons_qatar_pottery_ceramics_ceramics_in_the_museum_of_islamic_art_doha_0009_dba9ae7e0165.jpg,1
p02,a museum artifact with Arabic calligraphy,manuscript_calligraphy,en,contextual,10,0.2481062561273574,0,commons_oman_architecture_sites_exterior_of_the_national_museum_of_oman_0010,Wikimedia Commons,Oman,architecture_sites,Oman National Museum Sign,https://commons.wikimedia.org/wiki/File:Oman_National_Museum_Sign.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Oman_National_Museum_Sign.jpg/960px-Oman_National_Museum_Sign.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CC BY 2.0,Exterior architecture images of National Museum of Oman,https://www.flickr.com/photos/mhoman/,https://www.flickr.com/photos/mhoman/26009839544/,"Muscat, Oman.",File:Oman National Museum Sign.jpg,Exterior of the National Museum of Oman,https://upload.wikimedia.org/wikipedia/commons/a/af/Oman_National_Museum_Sign.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,image/jpeg,data/images/wikimedia_commons/architecture_sites/commons_oman_architecture_sites_exterior_of_the_national_museum_of_oman_0010_83f51e404753.jpg,0
